particulars,uom,unit_cost,supply_code,specifications,category_item_id,category_item_budget_id,category_group_id,is_ppmp
Spectrophotometer;4 Digits LED 752S UV-Vis Spectrophotometer Lab Equipment 190nm-1100nm Wavelength Spectrophotometer (110V/60HZ),UNIT,248018.54,04LE-676,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Standard Penetration Test Set,SET,159440.49,04LE-702,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Standard Penetration Test set,SET,159440.49,04LE-703,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Starter; Battery; and Tester Troubleshooting (Stand Alone version) Per Seat 1) Power Supply Unita. Fixed DC Power Supplyâ€¢ Output Voltage: +5V; Â±12Vâ€¢ Max Output Current: +5V/2A; +12V/2Aâ€¢ With output overload protection: 2) Computer Interfacea. RS-232C port: 9pin D-sub connector3) CPUa. Single-chip Processor: 89S514) Displaya. LCD Graphic Display: 64x128â€¢ With backlightâ€¢ Synchronously display following values: NE PHO/HALL;MAF;MAT;MAP;TPS;CTS;VSS;IPW;b. Anlog meterâ€¢ Oxygen meter5) Selectorsa. Select: NE;PHO; HALLb. Mode: fuel injector selectâ€¢ Sync; non-sync; sequence6) Input signalsa. NE;PHO;HALL; VAF; MAT; F/C; MAF; MAP; TPS; CTS; O2; P/N; A/C; PSPS; VSS; 3GR7) Output signalsa. INJ1; INJ2; INJ3; INJ4; SPK1; SPK2; SPK3; SPK4; FANC; F/C; ACC; IAC1; IAC2; IAC3; IAC4; TCC; CCP; EGRVb. Check engine lamp,UNIT,136941.66,04LE-704,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Stereomicroscope with camera(HD LCD Digital Camera-16mp)and Gooseneck Sereomicroscope LampSpecifications:Digital Zoom Trinocular Stereo Microscope.Working Distance= 8(200mm);Viewng head=Trinocular Viewing Head.Eyepiece=Extra wide Field EW 10X/22.Zoom objectived=0.8x.5x.Zoom ratio = 6.3.1magnification= 40-180x: Illumination incident Illumination 100v-240V/LEDCamera Specification:Series:Aptina MN34120(Color);Sensor Size type:CMOSSensor Size;6;18x4.66mm; Pixel sise:1;335;Resolution:16mp frame Rater:26fps @1536x1160;15fps@;232x1740;6fps @4632x3488 ;ConnectivityUSB3.0; Comtability:windows(34/64 bit) XP/VISTA/78/10. Mac OSX;linux; Gooseneck Sereomicroscope Lamp -6 watts dual LED Gooseneck Stereomicroscope light Illuminator desk lamp sourceBrand:Ascope: model:SM-ITSZZ-L6W+16MP camera 3.5X-180X Trinocular Zoom Stereo Microscope with 16mp Camera and GooseneckDual LED lightBrand :AMSCOPE; Model:SM-ITSZZ-L6W+16MP camera,UNIT,168298.3,04LE-706,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student Auscultation Mannequin,UNIT,13200000,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Electricity / Electronics 1 with Building blocks digital; Advanced PhysicsFunction and Applications Basic set allowing the performance of 28 experiments about the following topics:  â€¢ Electric Circuits (8 Experiments)  - Electrical Resistance (8 Experiments); Electrical Work and Power (1 Experiment)  - Transformation of Energy ( 1 experiment ); Electrochemistry (6 Experiments)  - Safe Working with Electrical; Energy (2 Experiments); Sensors (2 Experiments)Equipment and Technical Data â€¢ The equipment set consists of all necessary components for the experiments   â€¢ Robust; stackable storage box with a foam insert fitting to the contained equipment  â€¢ Sense Voltage: Measuring range: +/- 30 V; resolution: 0.02 V; sampling rate: 800 Hz â€¢ Sense Current: Measuring range: +/- 1 A; resolution: 0.5 mA; sampling rate: 800 HzTERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan CampusPurpose: Engineering Physics Laboratory,SET,503123.32,04LE-720,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Electricity / electronics 2 with Building Blocks digital; Electromagnetism and Induction; Advanced PhysicsFunction and Applications   â€¢ Supplementary equipment set for Electric/Electrononics â€¢ Building Block System Basic set 1. â€¢ In combination with this set; another 18 student experiments can be performed:     â€¢ Electromagnetism (6 experiments); Electric motors (3 experiments); Induction (3 experiments)        â€¢ Transformers (2 experiments); Self-Induction (3 experiments); Safe Working with Electrical Energy (1 experiments)Equipment and Technical Data    â€¢ The equipment set consists of all necessary components for the experimentsâ€¢ Robust; stackable storage box with a foam insert fitting to the contained equipmentTERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan CampusPurpose: Engineering Physics Laboratory,SET,230141.88,04LE-721,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Electricity / electronics 3 with Building Blocks digital; Electronics; Advanced PhysicsFunction and Applications â€¢ Supplementary equipment set for Electric / Electrononics Building Block â€¢ System Basic set 1. In combination with this set; another 23 student experiments can be performed: â€¢ Capacitors (3 experiments) â€¢ Diodes (11 experiments) â€¢ Transistors (9 experiments) Equipment and Technical Data â€¢ The equipment set consists of all necessary components for the experiments  â€¢ Robust; stackable storage box with a foam insert fitting to the contained equipment  TERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan CampusPurpose: Engineering Physics Laboratory,SET,198253.78,04LE-722,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Electrostatics; Advanced PhysicsFunction and Applications:Equipment set allowing the performance of 16 experiments about the following topics:    â€¢ Contact electricity (2 Experiments); Electrostatic force (3 Experiments); Electrostatic induction (3 Experiments); Storing charge (4 Experiments); Insulators and conductors (4 Experiments)Equipment and Technical Data  â€¢ The equipment set consists of all necessary components for the  experimentsâ€¢ Robust; stackable storage box with a foam insert fitting to the contained equipmentAccessories    Advanced Electrostatics consumables for 10 groupsTERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan CampusPurpose: Engineering Physics Laboratory,SET,58944.67,04LE-723,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Equipotential lines and Electric Fields; Advanced PhysicsFunction and Applications:â€¢ Set for simple measurement and recording of equipotential lines of different electrode configurations without electrolytes on electrically conducting paper. â€¢ This set allows the performance of 5 student experiments about the following topics:        â€¢ Electric fields; Electric field strength; Inhomogeneous electric fields (dipole fields); The electric conductor as an equipotential surface; Electrostatic tip-shape effectTERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan Campus.Purpose: Engineering Physics Laboratory,SET,221284.07,04LE-724,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Linear Motion with Timer 2-1; Dynamics; Advanced PhysicsFunction and Applications  Equipment set allowing the performance of  6 experiments about the following topics: â€¢ Uniform and non-uniform motion (1 experiments); Laws of motion (1 Experiments); Newtons laws (2 Experiments); Conversion of engery (1 Experiments) â€¢ Free fall (1 Experiment)Equipment and Technical Data      â€¢ The equipment set consists of all the necessary components for the experiments; including the digital counter timer 2-1 and two light barriers      â€¢ Robust; stackable storage box with a foam insert fitting to the contained equipment  TERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan Campus Purpose: Engineering Physics Laboratory,SET,401500.14,04LE-725,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Magnetism; Advanced PhysicsFunction and ApplicationsEquipment set allowing the performance of 11 experiments about the following topics   â€¢ Magnetic Interaction (3 Experiments); Magnetic Induction (3 Experiments); Magnetic Fields (5 Experiments)Equipment and technical data   â€¢ The equipment set consists of all necessary components for the experimentsâ€¢ Robust; stackable storage box with a foam insert fitting to the contained equipmentTERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan CampusPurpose: Engineering Physics Laboratory,SET,204974,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Mechanics 1; Advanced Physics Function and Applications : Basic set allowing the performance of 32 experiments about the following topics:â€¢ Physical quantities and characteristics (5 experiments) â€¢ Forces (10 experiments)â€¢ Elementary machines (9 experiments)â€¢ Liquids and gases (2 experiments)â€¢ Oscillations (6 experiments) Equipment and Technical Data:â€¢ The equipment set consists of all the necessary components for the experiments; including the digital counter timer 2-1 and two light barriers      â€¢ Robust; stackable storage box with a foam insert fitting to the contained equipmentTERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan CampusPurpose: Engineering Physics Laboratory,SET,204212.67,04LE-727,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Student set Optics 1; including Light box; Advanced PhysicsFunction and ApplicationsBasic set allowing the performance of 34 experiments about the following topics:  â€¢ Propagation of light (5 Exp.)  - Mirrors (7 Exp.); Refraction (10 Exp.)  - Lenses (8 Exp.); The human eye (4 Exp.) Equipment and Technical Dataâ€¢ The equipment set consists of all necessary components for the experiments ( including light box ); Robust; stackable storage box with foam insert fitting to the  contained equipment       Necessary accessoriesâ€¢ Advanced Optics 1 necessary accessories for 1 group; Advanced Optics 1 consumables for 10 groups; Optional accessories   - Manual; DVD; complete version with all experiments in physics; chemistry; biology and applied sciences; Physics; optics and Wave Optics experiments onlyTERMS AND CONDITIONS:DELIVERY: 90 CALENDAR DAYSWARANTY: ONE (1 ) Year minimum on Parts and Service.Bidder may opt to offer for additional warranty Terms.Other Terms and Conditions:â€¢ Bidders must submit catalog/ brochures attached to the documents being offered.â€¢ All equipments must be supplied training Manuals or experiment Manuals in English.â€¢ Bidder must have a training center for the pre-training to be conducted @ the bidderâ€™s training center and least 2 end users with free of charge. Also for equipment testing and checking by the end-user prior to delivery at Sultan Kudarat State University.â€¢ The bidder must conduct After Sales Training after completion of the delivery at SKSU; Isulan CampusPurpose: Engineering Physics Laboratory,SET,200669.55,04LE-728,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Suction Tube Feeding Simulator with storage bag SPECS: â€¢Silicone rubber is used for the model; so that students can practice with an exterior and feel that are very close to those of a living human body.â€¢ Insertion of suction catheters into the nasal cavity; oral cavity and suctioning practice can be performed.The facial region can be divided into two halves along the midline; allowing confirmation of the actual insertion status of a suction catheter or nasogastric tube. The model is also designed to enable study of the anatomical structures of the nasal cavity; oral cavity and cervical area.â€¢ The simulated sputum provided as an accessory can be inserted into the nasal cavity; oral cavity or trachea; for training. This allows students to train in the same manner as the actual procedure; and enabels more effective suction training. (Viscosity of the simulated sputum can be controlled using water.) Tube feeding & Gastrostomy careâ€¢ The facial region can be divided into two halves along the midline; allowing confirmation of the actual insertion status of a suction catheter or nasogastric tube. The model is also designed to enable study of the anatomical structures of the nasal cavity; oral cavity and cervical area.â€¢ Insertion of the feeding tube all the way to the gastric fundus can be practiced. Air bubble sounds can be heard and suction of gastric fluid can be used to confirm the insertion of the tube.â€¢ Placement and care of gastrostomy tube can be practiced.â€¢ The tube feeding components come with an internal tank; allowing nasogastric tube feeding and gastrostomy management using actual liquids. Techniques can also be practiced using actual nutrient solution; equivalent to routine nursing care settings.â€¢ The tank has a drainage function; so there is no need to worry about overflow when the tank becomes full.â€¢ The model can be taken apart for very easy maintenance. The tanks for liquids are washable; so hygiene is not a worry. â€¢ Ankle â€“ Eversion; Inversion; Dorsiflexion; Plantarflexionâ€¢ Elbow â€“ Extension; Flexion; Pronation; Supinationâ€¢ Fingers â€“ Abduction; Adduction; Flexion (soft; lifelike material)â€¢ Hip â€“ Abduction; Adduction; Rotation; Hyperextensionâ€¢ Knee â€“ Extension; Flexionâ€¢ Neck â€“ Rotation; Hyperextension; Lateral Flexion â€¢ Shoulder â€“ Abduction; Adduction; Rotation; Hyperextensionâ€¢ Toes â€“ Abduction; Adduction; Flexion (soft; lifelike material)â€¢ Trunk â€“ Rotation; HyperextensionWrist â€“ Flexion; Hyperextension; Radial Flexion; Ulnar FlexionIncludes all of the main features of the Basic GERiâ„¢ and KERiâ„¢ Manikins with the addition of:â€¢ Gastrostomy Procedures â€” Lavage and Gavageâ€¢ Pap Smears and Douchingâ€¢ Enema Administration â€” Female Onlyâ€¢ Prostate Exam â€” Stage Bâ€¢ Urinary Catheterization â€” Female and Nasogastric Tube Placementâ€¢ Uncircumcised Maleâ€¢ Internal Fluid ReservoirsSh. Wt. 34 lbs.,PIECE,318880.98,53MED-169,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
TRINOCULAR STEREOMICROSCOPE WITH CAMERASpecifications:Digital Zoom Stereo Microscope with HD LCD Digital Camera until 16 MP. Viewing head: Trinocular Viewing Head; Inclined at 45Â°; 30:70 light distributionEyepiece: Extra wide field EW10X/22. WF15X/Ã˜16(optional); Zoom objective: 0.8X-5X. Zoom ratio: 6.3:1. Working distance: 115mm. Interpapillary distance: 52-75mm. Auxillary objective: 0.5X; WD 210mm(optional); 0.7X; WD 13mm(optional); 2X; WD45mm (optional). Stage plate: Frosted glass plate; diameter 100mm. White& black round plate; diameter 100mm; Illumination: incident illumination 100V-240V/LED,UNIT,428717.76,04LE-768,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Theodilite; 5 secondsTheodilite; 5 secondsAccuracy Theodilite (digital); 2 secondsModel: ETH:32;origin;Japan,UNIT,362364.75,04LE-755,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Theodolite Dedi DE2A,UNIT,160000,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Thermal Cycler with Accessories,UNIT,700000,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Top-Loading Autoclave,UNIT,400000,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Total Station RUIDE RQS,UNIT,425920,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Total Station; 5secondsAccuracy brand: TopconGTS-2555; Origin JapanTotal Station; 5seconds Accuracy brand: TopconGTS-2555; Origin Japan,UNIT,563678.5,04LE-765,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
UV-Vis Spectrophotometer,UNIT,500000,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Unconfined Compression Device (ASTM D 2166 or equivalent):ASTM/EN/AASHTO tests. triaxial compression tests on cylindrical undisturbed and remoulded soil samples. Unconsolidated undrained (UU); consolidated drained (CD) and consolidated undrained (CU) compression tests can be automatically run; Triaxial Testing Apparatus consists of a 50 KN capacity Load Frame; Platen adaptors; dial gauge or digital transducer assembly; Triaxial Cell; Base and pressure system; Triaxial Testing Apparatus provides variable speed from 0.399999â€(9.99999 mm) per minute to as low as 0.000001â€ (0.00001 mm) per minute.,SET,375046.13,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Universal High Temperature Ovenat least 5 or 10 above ambient temperature to 300Â°C (working temperature range); up to 99.9 Â°C: 0.1 / from 100 Â°C: 0.5 (setting accuracy temperature); 1 Pt100 sensor DIN class A in 4-wire-circuit (temperature sensor); Single DISPLAY. Adaptive multifunctional digital PID-microprocessor controller with high-definitionTFT-colour display (control cockpit); Digital backwards counter with target time setting; adjustable from 1 minute to 99 days (timer); temperature (Celsius or Fahrenheit); air flap position; programme time; time zones; summertime/wintertime (adjustable parameters); fully insulated stainless steel door with 2-point locking (compression door lock); 400 x 320 x 250 mm (stainless steel interior dimension); 45 kg (approx net weight),UNIT,400000,04LE-907,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Universal sample splitter: dimensions 737x483x990mm; hopper/pans capacity 28.3 L; chute bar width 102mm; chute bars 48; chute slope 45 deg;,PIECE,243200.16,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
UrinometerSPECS: Range: 1.000 - 1.063g/cm3 division 0.001 g/cm3; Reference Temperature: +20C/+68F; Length approx.: 15 cm with steel metal ballast,UNIT,79720.25,04LE-777,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
"VIBRATORY SIEVE SHAKER Soil Engineering Laboratory: measuring range:25 Âµm - 125 mm;3D movement;feeding capacity:25 kg; number of fractions:13 / 9 (min. 3)*; speed stack:> 50 kg; amplitude:digital; 0.2 - > 2.2 mm;sieve acceleration:1 -> 7.1 g; time dispalay:digital; 1 - 99 min;interval operation:10 - 99 s; suitable diameters:400 mm / 450 mm; height of sieve stack:> 963 mm; Clamping devices: ""standard""; ""comfort""; each for wet and dry sieving;W x H x D:705 x 440 x 635 mm;weight:~ 220 kg;",UNIT,99851.62,04LE-787,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Vacuum Desiccator Cabinet1.2 cu. ft. / 35L (internal volume); 35.5 x 37.5 x 34.5cm (interior dimension); 42.0 x 39.7 x 38.1cm (exterior dimension); 5kg (shelf max weight); 10.8kg (net weight),UNIT,150000,04LE-907,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Various Dummy Human Models,UNIT,1295011.09,53MED-185,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Various other Hospital Equipments,PIECE,531468.3,53MED-186,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
WATER BATH. Specifications: 425*325*175mm; single chamber; plainremovable lid with no holes; capacity: 41 liters; with temperature controller,UNIT,88578.05,04LE-803,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
Water Hammer Set-Up or Equivalent; H 1.865m; L 3.575m; D 0.725m: Test pipes stainless steel; 20.2mm inside diam.; nominally 3 m long: surge shaft clear acrylic; 40mm inside diam; 800mm high; head tank PVC; capacity 45 L.,SET,490000,04LE-022,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
"Waterbath SPECS:Working Temperature range: at least 5 above ambient to +100 (depending on ambient pressure); Setting temperature range: +10 to +100Â°C; Setting Accuracy temperature: 0.1Â°C; Controller: Intuitive 3.5"" colour graphic display with touch screen; Temperature Control: Independent temperature limiter to switch off the heating in case of failure; Heating: Corrossion-proof large-area heating on the outside of the interior; Interior: Deep-drawn stainless steel tray; without corners and edges for easy cleaning including central drain; Dimensions WxHxD in mm: 472 x 200 x 267 mm; Volume:23 Liters; Voltage: 230V; 50/60 Hz",UNIT,141724.88,04LE-813,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
finger print camera kit,UNIT,213655,04LE,1060514000-Technical and Scientific Equipment - 00005-Laboratory Equipment,133,47,31,
(Strain transducer)10VP552 Voltage 1 Element 4-20mA Output Transducer 150 Fullscale Calibrating Volts with Calibration Certificate responds when the measured variable changes rapidly over time. This includes properties like speed of response; measuring lag; and fidelity.,UNIT,57073.35,04LE-907,1060514000-Technical and Scientific Equipment - 00099-Others,133,47,31,
(Watt meter)Weight 2.9kgAbsolute Maximum AC Current Measurement 20A acAbsolute Maximum DC Current Measurement 20A dcAbsolute Maximum DC Voltage Measurement 600V dcBest DC Voltage Accuracy 0.1% (+0.2%)Communication Protocol USBBest DC Current Accuracy 0.1% (+0.2%)Power Source MainsWidth 268mmLength 379mmModel Number p RSPM-8310Minimum Operating Temperature 0Â°CHeight 107mmMaximum Operating Temperature +40Â°CPlug Type UKDimensions 379 x 268 x 107mm,UNIT,113659.08,04LE-907,1060514000-Technical and Scientific Equipment - 00099-Others,133,47,31,
120;222.00,UNIT,120222,28CA,1060514000-Technical and Scientific Equipment - 00099-Others,133,47,31,
1x Tris-Acetate EDTA buffer 500mL,UNIT,6000,04LE-968,1060514000-Technical and Scientific Equipment - 00099-Others,133,47,31,
6X DNA gel loading dye-fluorescent,UNIT,16000,04LE-970,1060514000-Technical and Scientific Equipment - 00099-Others,133,47,31,
Research type commercial food dehydrator Capacity: 20-100kg/batch. Drying temp: 20-80/220V/50Hz/60Hz 1180x609x1800mmm,UNIT,55000,04LE,1060514000-Technical and Scientific Equipment - 00099-Others,133,47,31,
Research-Type Commercial Food DehydratorCapacity: 20~100kg/batch. Drying temp.: 20-80?220V / 50Hz / 60Hz1180*690*1800mm,UNIT,55000,04LE-106,1060514000-Technical and Scientific Equipment - 00099-Others,133,47,31,
TECHNICAL & SCIENTIFIC EQUIPMENT,LOT,146300,SOCIO-0008,1060514000-Technical and Scientific Equipment - 00099-Others,133,47,31,
12 plates Oven (Sterling Oven),UNIT,42517.46,29KU-16,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
AUTOMATED VENDO MACHINE,UNIT,72472.95,51OE-31,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Aluminum Multipurpose folding Ladder ; heavy duty; 4 fold,UNIT,26573.42,51OE-17,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Beam Spot Wash Moving Head; 380 watts lamp; Power Consumption 500 Watts; Optical Lens; Prism Rotation : 6 and 8 Facet Bilateral Rotation; 13 Color Wheel plus White; 14 Fixed Gobo plus 9 Rotating Gobo; 2.5 to 20 Degrees Zoom; Adjustable Wash Effects Angles; Linear Adjustable Focus; Double Lens Strobe; 0 to 100% Linear Dimmer; Super Quite Blower Fans(Ideal for studio operation);,UNIT,96630.6,28CA-35,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Biometric devices ;Face Recognition and Fingerprint Biometric Time Recorder Machine TBiometric Device Biometric Fingerprint Scanner Time Attendance Machineime Attendance,UNIT,34545.45,51OE-57,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Biometric devices; Face Recognition Access Control|VV-BS550FR-CABT5/Biometric Accessâ€¦Product Dimensions 17 x 17 x 3 cm; 610 GramsItem model number VV-BS550FR-CABT5Mounting Hardware Biometric Access Control x 1; RFID Access card x 1; Power Adapter x 1; Installation screws; wires and bracket x 1 set; User Manual x 1Number Of Items 1Colour Screen NoBatteries Included NoBatteries Required YesIncludes Rechargable Battery NoRemote Control Included? NoManufacturer VantageCountry of Origin IndiaItem Weight 610 g,UNIT,34545.45,28CA-37,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Boiler,UNIT,80525.5,51OE-18,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Bowl Cutter; stainless steel for sausage capacity 2-5kg,UNIT,80525.5,O4LE,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Bowl cutter; stainless steel; for sausage making,UNIT,50000,04LE,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Cabinet-Type Steamer,UNIT,80525.5,51OE-20,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Cash vault,UNIT,21902.94,51OE-21,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Coffee Vendo Machine,UNIT,531468.3,51OE-74,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Digital Weighing Scale 350kg cap.,UNIT,146410,04LE-176,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
Drying Oven,UNIT,88578.05,04LE-203,1060599000-Other Equipment - 00009-Other Equipment,174,48,31,
