Particulars,Unit,Unit Cost,Stock/Property #,UMIS Account Code and Account Title,UACS Code - Accounting,Account Title - Accounting,UACS Code - Budget,Account Title - Budget,Account Group,Budget Category,PPMP?
ORGANIZATIONAL BEHAVIOR: MANAGING PEOPLE IN ORG. (2022),COPY,"7,694.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
ORGANIZATIONAL BEHAVIOR: MANAGING PEOPLE IN ORG. (2022),COPY,"7,694.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
ORGANIZATIONAL DEVELOPMENT & CHANGE/ CUMMINGS (2019),COPY,"12,980.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Obligations and Contracts @Atty. Elmer T. Rabuya c2023,COPY,"1,210.00",BLK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Olive oil 1L,LITER,878.46,OTS-277,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operation Management  and TQM.; Latest ed.,BOOK,739,11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operation management in Tourism and Hospitality.; Latest ed.,BOOK,500,11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operational Management and Total Quality Management .; Latest ed. Colllier; david Alan,BOOK,500,11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operations Management 3e  c2023,BOOK,"7,590.00",11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operations Management in Tourism and Hospitality/ Jimmy Burgess 2023c,COPY,"7,986.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operations Management w/ Total Quality Management   c2022,BOOK,"1,375.00",11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operations Management w/ Total Quality Management   c2022,BOOK,"1,364.00",11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operations Management. Verma. C2019. Pb. 142pp. S.K Kataria,COPY,988.27,11BK-338,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operations management for Tourism and Hospitality Industry by Vizconde latest edition,COPY,984.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Operations management for Tourism and Hospitality Industry by Vizconde latest edition,COPY,984,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Opportunity seeking.; latest ed.,BOOK,"2,074.00",11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Oregano; dried 250g,GRAMS,190.33,OTS-274,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Chemistry  by Carey;c2020,BOOK,"1,424.50",11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Chemistry by Dandey;c2023,BOOK,"2,420.00",11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Chemistry. 11e. 1170pp. Pb. McGraw-Hill-9781260565874-Latest ed.,COPY,"6,808.07",11BK-39,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Crops Breeding. 264pp. HB. Agrotech Press,COPY,"10,691.59",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Farming  c2021,BOOK,"1,089.00",11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Farming  c2021,BOOK,"1,089.00",11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Farming  c2021,BOOK,"1,089.00",11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Farming with Biofertilizers and Biofesticides c2023,BOOK,"8,690.00",11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Farming; by Lotero; c2022 (Book),COPY,765,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organic Fungicides by Lotero c2022 (Book),COPY,765,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organization and management latest edition;,COPY,"1,464.10",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organizational Behavior and Mangement 12e  c2023,BOOK,"8,030.00",11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organizational Behaviour; Managing People in Dynamic Organizations. Paul E. Smith; Wendy Yellowley and Christopher J. McLachlan. 212pp. Pb. Routledge,COPY,"8,073.43",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organizational Change 4th ed./ Deszca; 2020,COPY,"14,020.23",11BK-352,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organizational Development,UNIT,"1,300.00",11BK-555,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organizational Development; Sy; Maria Victoria; c2024,BOOK,385,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Organizational management .; Latest ed.,BOOK,468,11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Ornamental Horticulture and Landscape Gardening by  Kumar;c2022,BOOK,"7,694.50",11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Otis-Lenon School Ability Test; 8th Edition Level E - G; 1 Directions for Administering; 25 Resusable Test Booklets; 50 Answer Sheets; 1 Response Key; 1 Score Record Plus 100 booklet and 500 answer sheet,SET,"60,500.00",OTS-1075,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Outline Introduction to Public International Law (Clothbound)@Justice Antonio E. B. Nachura c2023,COPY,"1,375.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Owning Up: Empowering Adolecents to create Cultures of Dignity and Confront Social Cruelty and Injustice 3rd ed- Wiseman- 2020- 978-1071814581,COPY,"8,191.65",11BK-124,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
P.E.1: Physical fitness & related activities; by Ballecer; c2019,COPY,"3,931.11",11BK-195,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PAFTE Journal of Education; FAFTE - Vol. 1;  No1; c2022,BOOK,"1,980.00",11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PAFTE Journal of Education; FAFTE - Vol. 1;  No1; c2022,BOOK,"1,980.00",11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PAFTE Journal of Education; FAFTE - Vol. 2; No 2; c2022,BOOK,"1,980.00",11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PAFTE Journal of Education; FAFTE - Vol. 2; No 2; c2022,BOOK,"1,980.00",11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PAFTE Journal of Education; FAFTE - Vol. 2; No1; c2022,BOOK,"1,980.00",11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PAFTE Journal of Education; FAFTE - Vol. 2; No1; c2022,BOOK,"1,980.00",11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PAGPASOK SA EKSENA: ANG SINEHAN SA PANITIKAN AT PAG-AARAL NG PILING SINEHAN SA RECTO/ PASCUAL (2016),COPY,495,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PAGPASOK SA EKSENA: ANG SINEHAN SA PANITIKAN AT PAG-AARAL NG PILING SINEHAN SA RECTO/ PASCUAL (2016),COPY,450,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PANANAMIT: AN ILLUSTRATED GUUIDE TO THE PHILIPPINE INDIGENOUS ATTIRE / ISBN 978-168524954-0,COPY,"1,485.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PARASITOLOGY. GUNN,COPY,"10,560.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PARTS OF THE BODY POSTER - BOY,COPY,88,11BK-552,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PARTS OF THE BODY POSTER - GIRL,COPY,88,11BK-551,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PATTERN FOR DRESSING/ VANDERLINDE (2021),COPY,"5,445.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PE&J Marketing_Foundation of Special and Inclusive Manaual  c 2021,BOOK,"1,210.00",11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PE.2 Rhythms and Dance c2022,BOOK,"1,078.00",11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PE.2 Rhythms and Dance c2022,BOOK,"1,078.00",11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PE.2 Rhythms and Dance c2022,BOOK,"1,078.00",11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PERSPECTIVE IN COMPARATIVE POLITICS (by. Swamy.; c2022),COPIES,"4,950.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHIL. POLITICAL PARTIES AND INTEREST GROUPS (any author/related titles.; c2022),COPIES,"2,915.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHILIPPINE AMPHIBIANS: AN ILLUSTRATED FIELD GUIDE / ISBN 971-569-314-8,COPY,495,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHILIPPINE CULTURE & TOURISM GEOGRAPHY (by Yeung.; c2022),copies,724.74,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHILIPPINE GASTRONOMICAL TOURISM (any author.; c2022),copies,"1,398.22",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHILIPPINE PUBLIC AD. (any author/related titles.; c2022),copies,"3,879.87",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHYSICAL EDUCATION & HEALTH (4TH ED.)/ 3G E-LEARNING (2023),COPY,"6,336.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHYSICAL EDUCATION & HEALTH ASSESSMENT (3RD ED)/ 3G E-LEARNING (2023),COPY,"5,940.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHYSICAL EDUCATION 2 : BEGINNERS DANCE BOOK; c2023,COPY,700,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PHYSICAL EDUCATION 4: TEAM SPORT: BASKETBALL AND VOLLEYBALL; c2023,COPY,700,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PIGAFETTA'S PHILIPPINE PICNIC: CULINARY ENCOUNTERS DURING THE FIRST CIRCUMNAVIGATION: 1519-1522 / ISBN 978-971-538-352-3,COPY,330,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PKG TODAYS TECHNICIAN AUTOMOTIVE HEATING & AIR CONDITIONING ; Schnubel ; 2022;  9780357358672,COPY,"10,918.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PKG TODAYS TECHNICIAN BASIC AUTO SERVICE/SYSTEMS CM/SM ; Hadfield/Witthauer ; 2021; 9781337795661,COPY,"10,918.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLANE GEOMETRY WITH BASIC TRIGONOMETRY (C2022),copies,"1,098.08",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLANT BIOCHEMISTRY. HELDT,COPY,"18,147.80",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLANT DISEASES. SINGH,COPY,"9,504.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLANT ECOLOGY AND CONVERSATION. LACK,COPY,"7,392.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLANT GROWTH AND DEVELOPMENT. NAUTIYAL,COPY,"9,504.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLANT SYSTEMATICS: AN INTEGRATED APPROACH. SINGH,COPY,"7,502.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLANT TAXONOMY AND BIODIVERSITY. KING,COPY,"9,075.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PLANTAS MEDECINALS DE FILIPINAS / ISBN 000-0000-00-0,COPY,"1,100.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
POLITICAL AND HISTORICAL WRITINGS JOSE RIZAL / ISBN 978-971-538-332-5,COPY,"1,320.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
POLITICAL SCIENCE JOURNAL,COPY,"8,255.50",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
POLITICS & GOVERNANCE OF SOUTHEAST ASIA  (any author/related titles.; c2022),COPIES,"2,915.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
POLITICS; MODERNIZATION; DEV'T  AND CHANGE  (any author/related titles.; c2022),COPIES,"2,915.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRACTICAL PUBLIC RELATIONS (by. Awasthi.; c2022),copies,"3,879.87",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRICING AND COSTING (any author/related titles.; c2022),COPIES,"1,155.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
